,clone_url,created_at,description,forks_count,full_name,id,language,name,size,stargazers_count,updated_at,topics,license_url
116,https://github.com/Tenchumaru/Flurbie.git,2013-12-05 01:55:49+00:00,FPGA,0,Tenchumaru/Flurbie,14941307,SystemVerilog,Flurbie,340,0,2023-01-21 19:29:40+00:00,[],https://api.github.com/licenses/gpl-3.0
117,https://github.com/cbo1618/coen207_p1_tinyALU.git,2014-10-17 21:18:41+00:00,,0,cbo1618/coen207_p1_tinyALU,25377614,SystemVerilog,coen207_p1_tinyALU,348,0,2014-11-26 00:20:08+00:00,[],None
118,https://github.com/jza00425/ethernet.git,2014-10-14 18:00:39+00:00,,0,jza00425/ethernet,25219401,SystemVerilog,ethernet,672,0,2014-10-14 20:12:55+00:00,[],None
119,https://github.com/BenjaminSmith-cpe/cpe142TermProject.git,2014-11-22 20:19:34+00:00,Three stage pipelined MIPS CPU in System Verilog,0,BenjaminSmith-cpe/cpe142TermProject,27011232,SystemVerilog,cpe142TermProject,4020,0,2021-01-27 21:22:03+00:00,[],None
120,https://github.com/seblovett/ELEC6016.git,2014-02-15 09:31:44+00:00,,0,seblovett/ELEC6016,16859930,SystemVerilog,ELEC6016,2156,0,2015-09-29 13:06:47+00:00,[],None
121,https://github.com/rfukatani/easy_uvm.git,2014-09-22 08:28:51+00:00,,0,rfukatani/easy_uvm,24320522,SystemVerilog,easy_uvm,176,0,2016-08-12 08:41:32+00:00,[],None
122,https://github.com/88Fuzz/ee337project.git,2013-11-16 21:41:26+00:00,,0,88Fuzz/ee337project,14455557,SystemVerilog,ee337project,556,0,2016-12-21 06:18:45+00:00,[],None
123,https://github.com/vaiganmann/serializer.git,2014-10-29 16:11:15+00:00,задание 1,0,vaiganmann/serializer,25929442,SystemVerilog,serializer,736,0,2014-10-29 16:11:35+00:00,[],None
124,https://github.com/jsmonson/Homework9.git,2014-11-07 19:54:43+00:00,,0,jsmonson/Homework9,26335448,SystemVerilog,Homework9,392,0,2014-11-07 22:33:03+00:00,[],None
125,https://github.com/ayeohmy/VerilogBreakout.git,2014-11-03 13:46:42+00:00,Breakout in Verilog for Lab 3b,0,ayeohmy/VerilogBreakout,26120336,SystemVerilog,VerilogBreakout,172,0,2014-11-04 21:30:40+00:00,[],None
126,https://github.com/tenthousandfailures/vffmacros.git,2014-09-01 03:52:49+00:00,Verilog flip-flop macros suggestion by Chris Drake,0,tenthousandfailures/vffmacros,23530005,SystemVerilog,vffmacros,124,0,2014-09-01 03:55:12+00:00,[],None
127,https://github.com/jza00425/SingleCycleARM.git,2014-10-15 21:10:58+00:00,,0,jza00425/SingleCycleARM,25273729,SystemVerilog,SingleCycleARM,700,0,2014-10-23 20:20:50+00:00,[],https://api.github.com/licenses/unlicense
128,https://github.com/pbrit/course_work32.git,2014-10-26 15:12:29+00:00,,0,pbrit/course_work32,25777571,SystemVerilog,course_work32,160,0,2014-10-26 15:13:16+00:00,[],None
129,https://github.com/grantgumina/ece-437-fall-2014.git,2014-09-22 21:38:27+00:00,Purdue ECE 437 processors class,0,grantgumina/ece-437-fall-2014,24346553,SystemVerilog,ece-437-fall-2014,44384,0,2017-02-06 10:42:47+00:00,[],None
130,https://github.com/zakdam/drr_scheduler.git,2014-11-03 10:02:33+00:00,,0,zakdam/drr_scheduler,26113053,SystemVerilog,drr_scheduler,132,0,2014-11-03 10:04:03+00:00,[],None
131,https://github.com/ysscoding1/given.git,2014-10-24 19:03:59+00:00,Given files for ECE 411,2,ysscoding1/given,25703536,,given,128,0,2014-10-23 18:03:09+00:00,[],None
132,https://github.com/davide-baldo/verilog.git,2014-08-03 17:37:01+00:00,"verilog experiments, simple CPU",0,davide-baldo/verilog,22579926,SystemVerilog,verilog,90,0,2021-11-08 07:05:43+00:00,[],None
133,https://github.com/jza00425/ARM_Pipelining.git,2014-11-15 21:10:13+00:00,,0,jza00425/ARM_Pipelining,26694071,SystemVerilog,ARM_Pipelining,1000,0,2014-12-06 21:11:36+00:00,[],https://api.github.com/licenses/unlicense
134,https://github.com/aaronferrucci/dcpu16-model-SystemVerilog.git,2012-04-21 21:07:48+00:00,"Behavioral model of the DCPU-16, in SystemVerilog.",0,aaronferrucci/dcpu16-model-SystemVerilog,4099564,SystemVerilog,dcpu16-model-SystemVerilog,116,0,2018-01-31 21:49:01+00:00,[],None
135,https://github.com/eclark/daedalus.git,2014-05-14 19:16:35+00:00,,0,eclark/daedalus,19792822,SystemVerilog,daedalus,176,0,2015-04-22 15:15:55+00:00,[],None
136,https://github.com/oddball/genericSwitch.git,2014-01-02 19:28:42+00:00,,0,oddball/genericSwitch,15591761,SystemVerilog,genericSwitch,29,0,2017-03-23 23:00:47+00:00,[],https://api.github.com/licenses/gpl-3.0
137,https://github.com/mnicol/DigitalOscilloscope.git,2014-11-22 04:38:19+00:00,Digital Oscilloscope created for ECE 551 Digital Synthesis and Design,1,mnicol/DigitalOscilloscope,26988766,SystemVerilog,DigitalOscilloscope,571,0,2014-12-12 22:31:06+00:00,[],None
138,https://github.com/vaiganmann/stat.git,2014-11-11 10:33:05+00:00,,0,vaiganmann/stat,26480352,SystemVerilog,stat,21060,0,2014-11-17 23:56:18+00:00,[],None
139,https://github.com/jilikuang/CHD-lab2.git,2014-11-07 04:03:42+00:00,Lab 2 of Computer Hardware Design,0,jilikuang/CHD-lab2,26303166,SystemVerilog,CHD-lab2,136,0,2015-04-11 06:30:25+00:00,[],None
140,https://github.com/lixf/341-p3.git,2014-10-08 19:59:35+00:00,USB lab,0,lixf/341-p3,24958180,SystemVerilog,341-p3,912,0,2015-08-31 02:49:00+00:00,[],None
